gender,customer_age,country,city,customer_segment,membership_type,acquisition_channel,payment_method,preferred_device,product_category,subscription_type,annual_income,account_balance,total_spending,average_order_value,number_of_orders,days_since_last_order,website_visits,support_tickets,discount_usage,refund_amount,lifetime_value,churn,days_since_login,days_since_purchase,customer_tenure_days,subscription_duration_days,orders_per_visit,spending_per_order,refund_rate,support_tickets_per_order
Female,31.0,united states,phoenix,new,Premium,email campaign,bank transfer,,beauty,monthly,13707.15955451338,146.49205253602474,594.56,92.47205398797207,8.0,47.0,24.0,4.0,3.0,85.36397251304454,498.06648514951445,0,51.0,48.0,1587.0,,0.3333333333333333,74.32,0.14357503450121864,0.5
Female,40.0,japan,tokyo,-,Basic,social media,paypal,mobile,,,51229.73347933768,277.17430366202694,686.6556370969673,41.00308445591301,14.0,13.0,34.0,3.0,0.0,33.20595735753443,719.9930482760885,1,9.0,14.0,1398.0,270.0,0.4117647058823529,49.04683122121195,0.04835896709145517,0.21428571428571427
Female,41.0,italy,naples,at risk,Premium,paid ads,dc,,beauty,annual,39918.673512092646,5.166708489037503,290.9114031376767,41.32006583732173,7.0,14.0,9.0,4.0,3.0,182.85920254335517,249.27157519133124,0,10.0,15.0,2169.0,365.0,0.7777777777777778,41.55877187681096,0.6285735126608812,0.5714285714285714
Female,33.0,united kingdom,manchester,new,Basic,affiliate,credit card,mobile,,quarterly,36140.850281240135,452.53664332962074,211.0,37.475472673588314,,12.0,8.0,5.0,2.0,100.0,214.78351799631557,0,20.0,13.0,1792.0,90.0,,,0.47393364928909953,
Female,23.0,canada,montreal,new,Basic,social media,gift card,mobile,sports,,137926.46074170576,632.1465828091754,805.9588107130797,43.60897126395409,20.0,21.0,28.0,3.0,,74.3800545905715,914.1946402547928,0,12.0,22.0,,,0.7142857142857143,40.297940535653986,0.0922876623493489,0.15
Female,23.0,us,chicago,new,Premium,paid ads,gift card,mobile,toys,monthly,48835.8,802.2056272406937,300.0,,5.0,13.0,15.0,0.0,5.0,57.71490898579461,242.8276726173142,0,3.0,,1414.0,30.0,0.3333333333333333,60.0,0.1923830299526487,0.0
Male,37.0,brazil,sao paulo,at risk,Basic,affiliate,debit card,mobile,books,annual,43361.55012078667,911.3634713539209,118.7000037776285,31.027052639450037,4.0,202.0,18.0,1.0,3.0,20.14444535550935,108.22858436886112,0,47.0,203.0,548.0,365.0,0.2222222222222222,29.675000944407124,0.16970888554685956,0.25
Male,35.0,us,chicago,vip,Premium,referral,pay pal,desktop,beauty,annual,,-200.0,9540.452891706163,285.37847376514407,29.0,26.0,42.0,1.0,3.0,38.03106609392714,11645.976288249578,0,4.0,27.0,2286.0,1095.0,0.6904761904761905,328.98113419676423,0.003986295674389716,0.034482758620689655
Female,30.0,india,bangalore,regular,Basic,affiliate,paypal,,groceries,,22714.103470812446,489.172009876725,202.0,93.55163848015405,2.0,330.0,20.0,,,43.742155443337836,175.94912523031738,0,,,371.0,,0.1,101.0,0.21654532397691997,
Female,30.0,italy,naples,regular,Basic,referral,cc,-,toys,annual,41428.038963316976,-99.43987443777606,146.574596505442,56.13412857575115,3.0,88.0,29.0,2.0,3.0,16.351763788061945,142.99273314593987,0,35.0,119.0,663.0,730.0,0.10344827586206896,48.858198835147334,0.11155933004703744,0.6666666666666666
Female,38.0,japan,tokyo,new,Premium,social media,pay pal,,toys,,,,1650.39979120955,86.5725519356652,18.0,9.0,26.0,,2.0,36.012424532982976,1695.2116585016108,0,5.0,10.0,2306.0,,0.6923076923076923,91.68887728941944,0.02182042479936942,
Male,37.0,japan,yokohama,new,Premium,paid ads,credit card,desktop,beauty,monthly,26229.0,,671.7102002145325,118.76089089680634,5.0,777.0,16.0,2.0,1.0,138.17673787225428,650.19292003328,1,362.0,778.0,680.0,30.0,0.3125,134.3420400429065,0.2057088575223706,0.4
Male,26.0,germany,,vip,Premium,referral,gift card,mobile,beauty,quarterly,,,1715.4013021368041,,19.0,1.0,49.0,1.0,0.0,13.061238487966571,1847.9732476352176,1,5.0,2.0,1883.0,332.0,0.3877551020408163,90.2842790598318,0.007614100835586827,0.05263157894736842
Male,38.0,united states,new york,regular,Premium,paid ads,debit_card,desktop,home & garden,monthly,15454.280588098332,-200.0,2119.0,183.05311526387342,11.0,32.0,29.0,1.0,2.0,184.69557975401253,2016.5403916950033,0,16.0,33.0,1233.0,-86.0,0.3793103448275862,192.63636363636363,0.08716167048325273,0.09090909090909091
Female,29.0,italy,milan,regular,Premium,affiliate,bank transfer,tablet,beauty,,74329.86321664354,443.45858732554564,686.6894452291313,61.734309011618876,10.0,109.0,27.0,2.0,1.0,121.93329414685064,,0,129.0,110.0,946.0,,0.37037037037037035,68.66894452291312,0.17756686810027278,0.2
Male,43.0,u.s.a.,chicago,at risk,Premium,,paypal,mobile,toys,monthly,35565.00976479864,509.022053579607,100.0,29.138265426282562,5.0,414.0,13.0,3.0,3.0,34.003009191999915,148.22679266649192,0,80.0,415.0,114.0,30.0,0.38461538461538464,20.0,0.34003009191999917,0.6
Female,,united kingdom,manchester,new,Premium,affiliate,gift card,mobile,beauty,annual,41729.726983809254,-200.0,1648.8133505012495,81.08604529872673,19.0,44.0,28.0,0.0,1.0,,1990.9600946817445,0,32.0,,2146.0,790.0,0.6785714285714286,86.77965002638155,,0.0
Male,42.0,france,marseille,regular,Gold,affiliate,credit_card,mobile,sports,,24455.326034559024,-7.209407909246589,1633.9076438869415,115.02396714195943,14.0,1.0,22.0,2.0,2.0,139.90208926608582,1942.4988455768098,0,1.0,2.0,1678.0,,0.6363636363636364,116.70768884906725,0.08562423328485656,0.14285714285714285
Male,39.0,usa,phoenix,regular,Premium,email campaign,paypal,mobile,sports,,69775.78307497255,-200.0,755.6783021825264,71.97252210432208,9.0,9.0,25.0,,3.0,42.90391965720692,888.417289572527,0,,10.0,1579.0,,0.36,83.96425579805849,0.05677537588851388,
Female,43.0,italy,rome,dormant,Basic,email campaign,credit card,desktop,books,annual,24893.738374504584,120.98594572091393,454.23856010897117,110.23317991259209,4.0,71.0,8.0,5.0,1.0,18.953305059633916,424.2280391176947,0,61.0,72.0,939.0,365.0,0.5,113.55964002724279,0.04172544280495924,1.25
Female,42.0,australia,sydney,regular,Premium,organic search,dc,mobile,electronics,,26839.5662157866,432.38316759564674,250.4151330934623,22.879654419133228,13.0,46.0,29.0,,2.0,46.42893054627095,272.96439958306695,0,8.0,47.0,1606.0,,0.4482758620689655,19.262702545650946,0.1854078464536818,
Female,,u.s.a.,chicago,regular,Basic,affiliate,debitcard,mobile,books,monthly,95203.46194153473,580.5499085855481,1906.6633392569036,119.25252485096055,16.0,123.0,28.0,2.0,0.0,1.311478393344282,1911.867072805803,0,126.0,124.0,1878.0,120.0,0.5714285714285714,119.16645870355647,0.0006878395185672438,0.125
Male,32.0,us,austin,regular,Premium,affiliate,credit card,desktop,sports,,98700.0,288.97752713294597,2373.0,168.2593673004154,12.0,118.0,23.0,4.0,3.0,32.26042977578416,2917.697942052817,0,84.0,,1619.0,,0.5217391304347826,197.75,0.013594787094725731,0.3333333333333333
Male,47.0,france,toulouse,dormant,Premium,paid ads,debit card,mobile,toys,,,423.0,428.02,99.43578618582788,5.0,275.0,6.0,4.0,5.0,92.7249302041814,408.0385706465074,0,108.0,276.0,1602.0,,0.8333333333333334,85.604,0.21663690996724783,0.8
Male,48.0,italy,rome,new,Gold,email campaign,cc,mobile,books,monthly,28729.044215416365,449.0,1691.72401009479,102.43758475385118,17.0,155.0,42.0,2.0,,52.817384546687656,2012.8227561563717,0,26.0,156.0,1632.0,120.0,0.40476190476190477,99.51317706439941,0.031221040921283735,0.11764705882352941
Female,33.0,brazil,brasilia,vip,Gold,organic search,creditcard,mobile,toys,,27560.65439500478,255.08967897737776,1300.3043470273176,58.988112755353065,22.0,52.0,45.0,1.0,,26.525839707778726,1158.0978595171423,0,65.0,-66.0,1646.0,,0.4888888888888889,59.10474304669626,0.020399716242140237,0.045454545454545456
Female,44.0,brazil,sao paulo,,Basic,referral,pay pal,desktop,sports,annual,33211.45216845825,907.7053808888056,1749.0890968862805,210.33392334761,7.0,339.0,36.0,2.0,6.0,15.723357883380974,1972.5898240548963,1,150.0,340.0,490.0,1095.0,0.19444444444444445,249.86987098375434,0.008989455089149898,0.2857142857142857
Male,37.0,mexico,guadalajara,vip,Platinum,organic search,paypal,desktop,books,,16842.73,325.3176666566291,505.0,31.017103319379583,17.0,57.0,35.0,2.0,0.0,8.594341137038777,490.9377554206382,1,56.0,,2130.0,208.0,0.4857142857142857,29.705882352941178,0.017018497301066884,0.11764705882352941
Female,31.0,u.s.a.,austin,new,Premium,paid ads,banktransfer,desktop,home & garden,annual,38374.21718539853,-32.0,201.09,60.98429278101138,4.0,91.0,42.0,0.0,5.0,,171.9105961245856,0,93.0,92.0,441.0,730.0,0.09523809523809523,50.2725,,0.0
Female,51.0,australia,,,Premium,referral,,,books,monthly,85999.0,,109.07070345569056,43.09303734551324,3.0,23.0,19.0,5.0,3.0,52.830726743184236,80.69322446160282,1,18.0,-5.0,479.0,1.0,0.15789473684210525,36.35690115189686,0.48437137626646426,1.6666666666666667
Male,,france,paris,vip,Gold,organic search,bank_transfer,mobile,toys,,64288.94331589486,422.79173072348374,2744.0,111.48483389942615,24.0,3.0,33.0,1.0,1.0,1.236460005464356,3048.7401499529074,0,8.0,4.0,1513.0,,0.7272727272727273,114.33333333333333,0.0004506049582596049,0.041666666666666664
Female,41.0,mexico,mexico city,at risk,Basic,paid ads,paypal,desktop,sports,,68548.01542387743,,144.0,73.27173113137111,2.0,60.0,21.0,,2.0,38.72867410376087,163.00653002093952,0,69.0,61.0,379.0,,0.09523809523809523,72.0,0.2689491257205616,
Female,18.0,canada,toronto,dormant,Basic,paid ads,dc,,toys,monthly,20188.837085101808,40.0798978908394,574.6062772238517,74.53998388713133,9.0,16.0,10.0,2.0,2.0,434.82750628769116,410.1320071848718,0,15.0,17.0,1946.0,30.0,0.9,63.8451419137613,0.7567399165712448,0.2222222222222222
Male,41.0,spain,madrid,dormant,Premium,affiliate,bank_transfer,mobile,books,annual,,468.99082860009383,2990.8160432722066,193.42169557358255,16.0,14.0,,6.0,4.0,17.05544835091205,2684.1313769580242,1,15.0,15.0,1953.0,365.0,,186.9260027045129,0.005702606948788446,0.375
,,mexico,monterrey,new,Basic,paid ads,debitcard,mobile,home & garden,annual,56659.0,221.01111131589374,0.0,78.46944593165622,0.0,4.0,14.0,6.0,4.0,257.7771597545098,,0,2.0,,329.0,365.0,0.0,,,
Female,43.0,australia,brisbane,,,paid ads,gift_card,mobile,home & garden,,37858.29470240001,121.8887371528762,613.6170162940188,,14.0,101.0,30.0,6.0,1.0,11.465933688883936,743.5285629133065,0,100.0,102.0,1963.0,,0.4666666666666667,43.8297868781442,0.01868581441586026,0.42857142857142855
Male,,us,austin,new,Basic,-,cc,mobile,sports,,18600.294022544942,606.2744187523389,49.2398121765741,23.67151630340833,,219.0,9.0,4.0,1.0,57.42835400252258,34.357911575610075,0,87.0,220.0,1714.0,,,,1.1662992091965003,
Female,39.0,germany,berlin,at risk,Basic,email campaign,dc,mobile,beauty,annual,70764.495676256,363.6647310361378,102.9112688034351,52.852881545709366,2.0,201.0,,4.0,1.0,147.18025863295605,,0,233.0,,511.0,365.0,,51.45563440171755,1.4301665924853828,2.0
Female,,canada,toronto,regular,Basic,,debit card,mobile,books,monthly,45411.0,-117.69912040686792,607.9557588616883,52.27785733121791,13.0,166.0,25.0,6.0,3.0,65.49500701261356,557.4599732964184,0,156.0,167.0,2266.0,30.0,0.52,46.765827604745255,0.1077298899762768,0.46153846153846156
Male,,italy,,regular,Gold,social media,giftcard,desktop,toys,monthly,57617.957289016296,270.6940504683642,365.59122437891284,,15.0,42.0,41.0,3.0,0.0,,328.5512891198299,0,25.0,43.0,1398.0,30.0,0.36585365853658536,24.372748291927522,,0.2
Male,33.0,spain,valencia,new,Gold,affiliate,gift card,desktop,home & garden,,92900.0,393.4003348473321,700.0,64.56969563258497,10.0,66.0,37.0,,1.0,,766.8549090728623,0,49.0,67.0,1350.0,,0.2702702702702703,70.0,,
Female,36.0,mexico,guadalajara,regular,Premium,paid ads,bank transfer,mobile,electronics,monthly,30737.143144448703,-37.0,0.0,54.45053298485915,0.0,6.0,18.0,3.0,5.0,12.125665800723878,,0,9.0,,108.0,30.0,0.0,,,
,21.0,india,chennai,at risk,Basic,affiliate,giftcard,tablet,fashion,quarterly,39643.95486005731,643.6612713402023,660.0,60.29222512146101,11.0,46.0,14.0,2.0,2.0,41.78161207215112,722.8662786906833,0,20.0,47.0,1782.0,90.0,0.7857142857142857,60.0,0.0633054728365926,0.18181818181818182
Male,24.0,italy,rome,vip,Gold,referral,creditcard,mobile,electronics,,10511.717158030679,499.0,1385.8862405856653,126.58913160913468,13.0,20.0,38.0,,0.0,10.842882140329278,1457.5957252696337,0,,21.0,1666.0,180.0,0.34210526315789475,106.60663389120502,0.007823789444469235,
Female,48.0,italy,rome,regular,Gold,organic search,dc,desktop,groceries,,64500.0,706.1389928708599,528.1957765638589,63.80271441880163,8.0,11.0,24.0,3.0,6.0,63.193960286835406,549.0283743445437,1,5.0,12.0,338.0,,0.3333333333333333,66.02447207048236,0.11964116922316068,0.375
Male,46.0,mexico,monterrey,new,Premium,organic search,,desktop,fashion,monthly,,-82.56349653817153,129.57585104470152,37.28515138838718,3.0,4.0,7.0,5.0,4.0,73.37796353241146,131.72317146065717,0,8.0,5.0,1945.0,30.0,0.42857142857142855,43.19195034823384,0.5662935102552193,1.6666666666666667
Female,46.0,us,,dormant,Basic,,creditcard,mobile,sports,,23640.528867597797,336.48364941007435,44.49284335921387,11.158099660103531,4.0,39.0,20.0,4.0,6.0,0.0,31.304905426948658,1,34.0,40.0,459.0,,0.2,11.123210839803468,0.0,1.0
,32.0,canada,vancouver,regular,Gold,affiliate,cc,mobile,home & garden,,60851.7684624075,209.5063603310978,,,26.0,22.0,37.0,2.0,1.0,6.144092384471862,1747.4165151202594,0,22.0,23.0,2187.0,2190.0,0.7027027027027027,,,0.07692307692307693
Female,27.0,france,marseille,regular,Gold,social media,gift_card,mobile,fashion,quarterly,73292.05471122768,49.0,382.22984594114877,31.64468193673668,13.0,44.0,19.0,5.0,2.0,184.07083952758427,283.08789531897355,0,43.0,45.0,1924.0,,0.6842105263157895,29.402295841626827,0.4815710795015346,0.38461538461538464
Female,59.0,canada,,,Premium,organic search,creditcard,mobile,sports,,,279.37405678744005,1669.492544630346,102.99499393601208,18.0,198.0,15861.0,5.0,5.0,13.388325984347079,2107.826941003779,0,135.0,199.0,1846.0,730.0,0.0011348590883298658,92.749585812797,0.008019398485730574,0.2777777777777778
Female,21.0,uk,london,new,Basic,referral,credit_card,mobile,home & garden,annual,29975.62040677601,208.0761045729662,314.4593557540497,,6.0,384.0,9.0,,0.0,162.68955575171816,321.76113301684745,0,,,1953.0,365.0,0.6666666666666666,52.40989262567495,0.5173627458518477,
Female,30.0,mexico,mexico city,new,Premium,referral,paypal,desktop,beauty,monthly,35623.2615627743,610.506863036816,121.96946959359029,26.514060557202775,4.0,39.0,21.0,1.0,2.0,38.29832367986023,110.88418298767903,0,48.0,40.0,605.0,30.0,0.19047619047619047,30.492367398397572,0.3139992639754242,0.25
Female,21.0,india,mumbai,-,Basic,organic search,paypal,tablet,sports,quarterly,35981.940977245096,232.29731494281816,4313.0,157.27708693319605,24.0,223.0,16.0,6.0,1.0,30.46303912642518,4526.813445200737,0,,,2051.0,90.0,1.5,179.70833333333334,0.007063074223608899,0.25
Male,21.0,japan,kyoto,at risk,Basic,affiliate,banktransfer,desktop,beauty,,28400.0,,239.81064605409088,57.07040789878124,5.0,467.0,8.0,5.0,1.0,8.788315216340898,242.6485871227849,0,134.0,468.0,1174.0,,0.625,47.962129210818176,0.036646893542660465,1.0
Male,42.0,germany,berlin,at risk,Basic,organic search,paypal,mobile,,annual,28944.984760894287,,1509.78,103.76777337000857,15.0,192.0,17.0,3.0,2.0,165.8482794412193,1686.596288843751,1,73.0,193.0,2294.0,365.0,0.8823529411764706,100.652,0.10984930217728364,0.2
Male,46.0,mexico,,dormant,Premium,organic search,paypal,mobile,books,,46700.0,61.890041659574116,33.168849642231336,14.729628404273816,2.0,189.0,4.0,6.0,,279.0,,1,,190.0,1903.0,,0.5,16.584424821115668,8.411506669944044,3.0
Female,53.0,france,toulouse,regular,Premium,social media,dc,mobile,fashion,annual,34043.0,327.44512246477746,1159.6876844408368,76.0430389186043,17.0,207.0,30.0,0.0,0.0,70.0098251292285,1094.639145594939,0,99.0,415.0,1928.0,2190.0,0.5666666666666667,68.21692261416688,0.06036955127533749,0.0
Female,35.0,australia,,regular,Basic,paid ads,bank transfer,mobile,sports,monthly,32283.098454738327,274.1382935684607,479.0,48.540643244666434,11.0,10.0,26.0,2.0,,46.83261274654206,446.18223319577123,0,13.0,11.0,1827.0,150.0,0.4230769230769231,43.54545454545455,0.09777163412639261,0.18181818181818182
Male,47.0,brazil,sao paulo,regular,Gold,referral,debit_card,,books,annual,58365.05226915909,640.0,93.26590751219688,24.870163877195473,4.0,382.0,24.0,,0.0,,59.33324190143479,0,224.0,383.0,795.0,158.0,0.16666666666666666,23.31647687804922,,
Male,32.0,japan,,new,Premium,referral,giftcard,mobile,books,,,-200.0,2063.90987682994,99.025854850319,19.0,19.0,31.0,2.0,4.0,,2454.725749297765,0,20.0,20.0,1842.0,,0.6129032258064516,108.62683562262842,,0.10526315789473684
Male,,australia,sydney,new,Premium,paid ads,,mobile,home & garden,,36325.144235743006,999.6053734797055,443.0,86.20321921754606,5.0,75.0,19.0,5.0,5.0,2.887225383718846,457.02142501371014,0,59.0,76.0,1144.0,,0.2631578947368421,88.6,0.006517438789433061,1.0
Male,35.0,germany,,regular,Gold,paid ads,debit_card,tablet,groceries,annual,51532.45070478603,768.870103204231,2903.947031626066,168.65621649332422,15.0,36.0,,2.0,0.0,,3538.376712540797,0,6.0,37.0,580.0,2190.0,,193.59646877507106,,0.13333333333333333
Male,32.0,spain,valencia,at risk,Basic,affiliate,credit_card,tablet,fashion,annual,57882.81092644514,-200.0,587.0,87.6117697758124,6.0,159.0,28.0,2.0,5.0,46.835205223065564,597.2129696515551,0,135.0,160.0,1135.0,365.0,0.21428571428571427,97.83333333333333,0.07978740242430249,0.3333333333333333
Female,40.0,spain,barcelona,,Gold,paid ads,debitcard,tablet,beauty,annual,52548.77466894515,1116.1019998521685,570.8072649853272,67.93819254668657,8.0,68.0,36.0,1.0,0.0,19.853526754245518,715.0086829217511,0,71.0,69.0,1046.0,2015.0,0.2222222222222222,71.3509081231659,0.03478148925584516,0.125
,19.0,mexico,guadalajara,dormant,Basic,organic search,creditcard,mobile,sports,,55144.10389619943,-40.85999587052938,32.40292375617272,5.0846907714512835,7.0,103.0,17.0,3.0,3.0,65.0,4.956281159712425,0,43.0,104.0,1475.0,,0.4117647058823529,4.628989108024674,2.0059918200319062,0.42857142857142855
Male,22.0,japan,osaka,regular,Basic,social media,bank transfer,mobile,books,,,-19.274628561222855,386.5809206431909,50.75152558585239,9.0,22.0,17.0,3.0,4.0,100.0,450.7896554532738,0,1.0,23.0,1159.0,,0.5294117647058824,42.95343562702121,0.2586780533131864,0.3333333333333333
Male,37.0,spain,madrid,vip,Gold,affiliate,debit_card,desktop,electronics,annual,49143.016377533175,506.0799198812417,294.96082759582606,292.80130265203314,1.0,16.0,38.0,0.0,,14.565977895891217,,0,16.0,17.0,113.0,730.0,0.02631578947368421,294.96082759582606,0.04938275368500945,0.0
Female,49.0,germany,munich,dormant,Basic,referral,paypal,mobile,toys,monthly,23987.604434660094,-200.0,583.6987097322115,40.417083133331325,14.0,153.0,22.0,4.0,2.0,76.87396843622099,577.2799149275094,0,147.0,154.0,1589.0,30.0,0.6363636363636364,41.69276498087225,0.13170145342875458,0.2857142857142857
Female,36.0,germany,cologne,,Premium,affiliate,paypal,desktop,home & garden,annual,14140.9489283974,422.8858081069539,153.15773979870238,8.114500013053222,17.0,4.0,37.0,3.0,0.0,136.42,,1,8.0,5.0,1687.0,1825.0,0.4594594594594595,9.009278811688375,0.8907156777012962,0.17647058823529413
Male,31.0,japan,tokyo,new,Premium,paid ads,bank_transfer,,fashion,quarterly,19950.14142249403,-0.12339181003608835,405.0,73.75719330742423,6.0,160.0,35.0,,7.0,186.88239475871524,342.9857754605092,0,89.0,,623.0,90.0,0.17142857142857143,67.5,0.46143801174991417,
Female,33.0,u.s.a.,chicago,,Basic,affiliate,pay pal,desktop,sports,,58700.0,176.45,1674.2943219464496,172.56598263253383,12.0,495.0,17.0,5.0,4.0,,1677.6033981114192,0,245.0,496.0,2010.0,,0.7058823529411765,139.5245268288708,,0.4166666666666667
,29.0,france,lyon,,Basic,social media,,desktop,toys,,32042.463701981873,4.551455450652465,32.29,18.15420025713186,2.0,72.0,17.0,3.0,6.0,51.18335897293044,10.08550874251431,0,45.0,73.0,670.0,,0.11764705882352941,16.145,1.5851148644450432,1.5
,,mexico,mexico city,regular,Premium,affiliate,paypal,mobile,books,,48881.97812678836,152.50529831542116,533.9035438732982,253.0852284910585,2.0,80.0,29.0,7.0,1.0,9.198080733541925,621.7934923072296,0,66.0,81.0,267.0,,0.06896551724137931,266.9517719366491,0.01722798216848836,3.5
Female,29.0,canada,vancouver,vip,Premium,social media,gift card,tablet,fashion,annual,51003.0,,419.35,42.89927132490276,11.0,73.0,34.0,2.0,0.0,11.966738145966772,513.2726664723762,0,2.0,74.0,1578.0,365.0,0.3235294117647059,38.122727272727275,0.02853639715265714,0.18181818181818182
,49.0,canada,calgary,regular,Premium,organic search,gift card,mobile,books,,,1409.3751890645658,114.18,34.788158741885724,3.0,52.0,34.0,1.0,0.0,27.89058853581527,113.5575468964526,1,62.0,53.0,269.0,,0.08823529411764706,38.06,0.24426859814166463,0.3333333333333333
Female,48.0,india,delhi,regular,Basic,email campaign,giftcard,tablet,groceries,monthly,,424.0437635161627,92.89466806554597,51.64055108867296,2.0,212.0,23.0,1.0,0.0,125.27970422596707,23.208406316663243,0,189.0,213.0,227.0,60.0,0.08695652173913043,46.447334032772986,1.3486210439717636,0.5
Female,49.0,spain,barcelona,at risk,Basic,referral,,desktop,beauty,,9649.172660544622,464.90736079366377,438.34,47.21525002984172,11.0,311.0,24.0,3.0,,28.995430382581098,516.0158003730221,1,377.0,312.0,1499.0,,0.4583333333333333,39.849090909090904,0.0661482647775268,0.2727272727272727
Male,37.0,france,toulouse,at risk,Basic,organic search,gift card,desktop,sports,monthly,28080.277740857688,600.0,167.0895358190549,17.562758887218475,8.0,69.0,15.0,6.0,,83.71548024560683,,1,61.0,70.0,1466.0,30.0,0.5333333333333333,20.886191977381863,0.5010216817902005,0.75
Female,24.0,mexico,monterrey,new,Premium,,gift_card,desktop,fashion,quarterly,31519.0,500.0,2734.264393033061,178.5944607195262,15.0,4.0,36.0,5.0,3.0,15.42,3322.1850923755023,1,2.0,5.0,1058.0,270.0,0.4166666666666667,182.28429286887072,0.005639542408294658,0.3333333333333333
Female,59.0,united kingdom,birmingham,regular,,paid ads,debit card,desktop,books,,29337.947018166724,800.2817341414193,575.03,99.76941436217872,6.0,17.0,30.0,4.0,3.0,38.426860778193245,644.1550961982434,0,,18.0,613.0,,0.2,95.83833333333332,0.06682583652712597,0.6666666666666666
Female,45.0,japan,kyoto,regular,Gold,social media,debitcard,mobile,beauty,,45341.598014431016,999.5277722232416,892.9132461006153,94.98471554417078,9.0,136.0,31.0,3.0,1.0,63.99888692139936,935.8159034852398,0,55.0,137.0,552.0,,0.2903225806451613,99.21258290006837,0.07167424965514269,0.3333333333333333
Male,22.0,india,bangalore,regular,Premium,social media,gift_card,desktop,beauty,,20135.894719380278,402.0311900034347,216.96294950515374,36.55349115587841,6.0,6.0,25.0,2.0,3.0,35.72134769224156,202.2212422889948,0,8.0,7.0,72.0,,0.24,36.16049158419229,0.16464261650993564,0.3333333333333333
Male,44.0,mexico,guadalajara,at risk,Basic,organic search,gift card,mobile,sports,quarterly,47364.0,297.9377327371138,260.4329139792093,69.7099250950415,4.0,634.0,,6.0,1.0,139.8100183078625,216.49774591756147,1,90.0,635.0,1404.0,,,65.10822849480232,0.5368369772148835,1.5
Female,,canada,toronto,regular,Premium,social media,debit card,mobile,groceries,annual,57839.472410376584,399.0321582403919,118.6152475204093,6.406697294952352,21.0,125.0,31.0,0.0,1.0,24.658015821270904,103.23711283852118,0,12.0,126.0,1828.0,2425.0,0.6774193548387096,5.64834512001949,0.2078823451177992,0.0
,30.0,italy,milan,dormant,Premium,paid ads,paypal,mobile,books,monthly,21819.93248551695,-200.0,362.7515760144923,89.90669136985368,5.0,54.0,17.0,5.0,5.0,54.931922769288995,330.49683118487513,0,61.0,55.0,1334.0,,0.29411764705882354,72.55031520289846,0.1514312449660988,1.0
Female,30.0,germany,berlin,regular,Basic,affiliate,banktransfer,desktop,toys,,23462.39,131.8838440575546,2101.26,125.96997453228045,14.0,51.0,37.0,5.0,5.0,39.036216986793725,2540.06315583293,0,61.0,52.0,2218.0,,0.3783783783783784,150.09,0.018577528238672855,0.35714285714285715
Female,27.0,brazil,rio de janeiro,regular,Gold,email campaign,cc,,home & garden,monthly,41470.56686718135,1096.1575565352382,869.9276153058518,90.87435440330462,8.0,7.0,16.0,2.0,2.0,39.5780956643255,977.9642015371126,1,5.0,8.0,443.0,-58.0,0.5,108.74095191323147,0.04549584927294269,0.25
Male,20.0,united states of america,new york,at risk,Basic,social media,banktransfer,mobile,beauty,monthly,17900.010471940568,342.81624471018546,266.85341673780465,60.45877231777341,4.0,47.0,9.0,4.0,2.0,142.00539759471675,268.8447210347513,0,,48.0,729.0,30.0,0.4444444444444444,66.71335418445116,0.5321475712422427,1.0
Male,41.0,usa,,regular,Gold,paid ads,giftcard,mobile,groceries,,76488.5280932603,270.36620804172924,99.1765605075052,17.802761182034356,5.0,150.0,25.0,5.0,,0.9883939873435311,113.57906488549835,0,125.0,151.0,1288.0,,0.2,19.83531210150104,0.009966003885250025,1.0
Male,,spain,barcelona,new,Gold,affiliate,gift card,,electronics,,35762.91711110402,82.22443684590903,4076.7,143.44043737423854,26.0,48.0,28.0,2.0,2.0,,3977.9127751286164,0,13.0,49.0,2292.0,,0.9285714285714286,156.79615384615383,,0.07692307692307693
Female,59.0,japan,kyoto,at risk,Basic,email campaign,bank transfer,tablet,fashion,quarterly,39733.0,-68.06798796910573,322.0,113.09139416946056,3.0,28.0,6.0,5.0,4.0,8.654899854961743,329.56431493352517,0,33.0,29.0,298.0,90.0,0.5,107.33333333333333,0.026878570978142058,1.6666666666666667
Female,40.0,italy,naples,regular,Gold,referral,paypal,desktop,sports,annual,36072.08522062895,-200.0,103.4,27.439881012738955,4.0,16.0,23.0,2.0,,8.775185989260738,105.78000793913235,0,23.0,17.0,220.0,365.0,0.17391304347826086,25.85,0.08486640221722183,0.5
Male,,us,houston,new,Premium,affiliate,bank_transfer,desktop,electronics,,29100.0,979.758048763308,2200.0,121.10630560210993,16.0,59.0,36.0,3.0,4.0,7.881853437326239,2081.913019962495,0,2.0,60.0,1965.0,,0.4444444444444444,137.5,0.0035826606533301084,0.1875
Female,,france,paris,new,Premium,paid ads,giftcard,mobile,fashion,,36986.18514977176,-194.0375328528719,51.92800749530655,15.278918829196705,4.0,231.0,33.0,10.0,4.0,35.59359916977644,37.93434482423236,1,70.0,232.0,246.0,,0.12121212121212122,12.982001873826638,0.6854412654480055,2.5
Female,33.0,germany,munich,,Basic,organic search,creditcard,desktop,toys,monthly,53360.79621427579,483.0776455559616,10111.732476258023,391.6226724572568,22.0,15.0,24.0,1.0,1.0,51.524192708304646,,0,19.0,16.0,2361.0,150.0,0.9166666666666666,459.62420346627374,0.005095486142387723,0.045454545454545456
